Timestamp,Pedestrian_ID,Walking_Speed_mps,Direction_Degrees,Density_people_per_m2,Behavior,Age_Group,Peak_OffPeak,Vehicle_ID,Vehicle_Type,Vehicle_Speed_kmph,Vehicle_Acceleration_mps2,Near_Miss,Traffic_Violation,Weather,Temperature_C,Wind_Speed_mps,Visibility_m,Lighting_Condition,Road_Surface,Obstacle_Present,Traffic_Signal_Phase,Pedestrian_Signal,Signal_Duration_s,Response_to_Pedestrian,Vehicle_Count_per_min,Pedestrian_Count_per_min,Congestion_Level,Event_Type,Accident_Occurred,Accident_Severity
2024-05-09 07:50:44,8013,0.97,271,1.09,Jaywalking,Elderly,Off-Peak,9477,Car,37.93,1.41,0,None,Clear,30.5,1.49,167.29,Nighttime,Wet,0,Green,Don't Walk,37,1,45,9,High,Normal,0,Minor
2024-02-04 02:49:52,2611,1.63,294,1.88,Waiting,Child,Off-Peak,6511,Car,76.66,2.98,1,None,Fog,1.5,7.15,128.38,Nighttime,Dry,0,Yellow,Walk,47,1,17,7,Medium,Normal,0,Minor
2024-03-18 04:51:53,6882,1.27,255,1.13,Normal,Adult,Peak,6009,Truck,21.48,0.82,1,None,Rain,33.6,5.57,102.34,Low-light,Snow-covered,0,Red,Don't Walk,67,0,13,9,High,Child Running,1,None
2024-01-01 03:10:11,3996,1.25,61,2.17,Jaywalking,Elderly,Off-Peak,6168,Bicycle,34.97,1.25,0,Red Light Violation,Snow,12.2,0.44,94.37,Nighttime,Dry,0,Green,Don't Walk,31,1,14,9,Medium,Child Running,1,Major
2024-06-01 10:01:18,6181,1.64,341,1.62,Waiting,Elderly,Peak,9173,Truck,18.38,-1.79,0,Red Light Violation,Rain,28.8,6.52,439.61,Nighttime,Snow-covered,1,Red,Don't Walk,87,0,27,6,High,Child Running,0,Minor
2024-03-28 20:59:03,7306,1.25,119,1.63,Jaywalking,Adult,Peak,6140,Bus,17.56,0.47,0,None,Rain,2.5,6.87,669.78,Low-light,Wet,0,Red,Walk,51,1,47,7,High,Child Running,1,Major
2024-09-10 19:08:54,5788,1.74,46,1.91,Normal,Child,Peak,7140,Truck,73.56,-1.01,0,None,Snow,26.2,6.59,895.81,Nighttime,Wet,1,Yellow,Don't Walk,63,1,25,7,Medium,Normal,1,Major
2024-03-08 22:02:01,4616,1.2,310,1.64,Jaywalking,Elderly,Off-Peak,9741,Truck,74.85,1.06,0,Red Light Violation,Rain,27.8,3.88,735.58,Nighttime,Dry,0,Yellow,Don't Walk,35,0,5,20,Medium,Child Running,1,Minor
2024-12-04 16:23:10,3536,1.89,292,1.84,Group Crossing,Adult,Peak,8269,Truck,68.1,-1.34,1,None,Clear,26.6,9.21,730.51,Nighttime,Wet,0,Yellow,Don't Walk,59,1,12,14,Medium,Emergency Vehicle,1,None
2024-12-17 09:07:21,4892,1.92,171,0.67,Waiting,Adult,Off-Peak,9245,Truck,44.9,0.33,0,Red Light Violation,Rain,6.8,2.02,606.3,Low-light,Wet,0,Green,Don't Walk,72,0,8,9,Medium,Normal,0,None
2024-06-11 17:21:32,7991,1.96,165,0.86,Jaywalking,Adult,Peak,5812,Bicycle,20.02,-1.7,0,None,Rain,19.4,9.14,708.93,Daytime,Snow-covered,0,Green,Walk,70,0,17,19,Low,Emergency Vehicle,0,Minor
2024-06-30 05:21:43,9672,0.95,332,2.27,Jaywalking,Child,Off-Peak,9974,Car,73.57,2.85,1,None,Fog,20.0,7.21,60.17,Low-light,Wet,0,Green,Walk,10,1,21,6,Medium,Child Running,0,None
2024-11-16 23:52:24,3847,0.59,260,2.44,Group Crossing,Elderly,Off-Peak,7035,Motorcycle,47.74,1.78,0,None,Snow,3.0,8.49,595.93,Daytime,Dry,1,Red,Walk,58,0,9,15,Low,Emergency Vehicle,1,Fatal
2024-11-17 06:57:30,1331,0.71,122,0.45,Normal,Elderly,Off-Peak,6777,Motorcycle,17.16,1.74,1,Red Light Violation,Snow,27.6,8.88,345.27,Low-light,Wet,1,Yellow,Don't Walk,52,1,26,18,Low,Emergency Vehicle,0,Fatal
2024-10-26 20:29:32,3866,0.75,263,1.7,Waiting,Child,Peak,8394,Bicycle,37.48,-0.02,1,None,Snow,25.9,0.02,215.93,Nighttime,Dry,1,Green,Walk,23,1,12,13,High,Normal,0,None
2024-10-03 21:38:06,7939,1.74,201,0.41,Normal,Child,Off-Peak,5076,Car,25.0,-1.87,1,Failed to Yield,Clear,31.9,8.99,819.95,Nighttime,Snow-covered,0,Green,Walk,40,0,27,2,Medium,Emergency Vehicle,1,Minor
2024-08-23 19:44:39,7443,1.21,268,0.79,Normal,Adult,Off-Peak,5201,Bus,61.8,-1.19,1,None,Fog,2.2,7.33,512.57,Low-light,Dry,0,Yellow,Don't Walk,47,1,31,15,Medium,Child Running,1,Minor
2024-11-06 21:00:10,8981,0.96,169,1.12,Normal,Adult,Off-Peak,6573,Car,30.27,-1.33,1,Red Light Violation,Fog,7.3,6.31,629.86,Nighttime,Wet,0,Red,Walk,52,1,46,5,High,Child Running,1,Minor
2024-05-07 12:02:38,5713,0.78,182,0.12,Jaywalking,Elderly,Off-Peak,5940,Bicycle,28.32,1.5,1,Red Light Violation,Fog,22.5,6.41,131.81,Nighttime,Wet,0,Yellow,Walk,42,0,16,19,Medium,Emergency Vehicle,1,Major
2024-02-05 03:24:38,3234,1.53,321,0.73,Group Crossing,Elderly,Off-Peak,6036,Truck,27.23,-0.51,1,None,Clear,8.2,5.73,350.43,Nighttime,Snow-covered,0,Green,Don't Walk,56,0,10,10,Low,Child Running,1,Minor
2024-11-21 20:34:50,1774,1.04,226,1.95,Normal,Elderly,Peak,6044,Truck,65.43,2.65,1,None,Fog,31.2,7.43,539.18,Daytime,Dry,1,Red,Walk,71,1,49,8,Medium,Child Running,0,Minor
2024-12-25 09:06:54,2566,1.6,193,1.08,Group Crossing,Elderly,Off-Peak,8186,Truck,17.64,2.67,1,Failed to Yield,Rain,11.7,3.95,87.26,Low-light,Snow-covered,0,Green,Walk,87,0,15,20,Low,Emergency Vehicle,1,Minor
2024-06-16 06:49:40,1171,1.85,163,0.13,Normal,Elderly,Peak,5542,Truck,59.31,-0.8,0,Red Light Violation,Clear,11.8,7.3,764.02,Daytime,Wet,0,Yellow,Don't Walk,18,0,50,6,High,Emergency Vehicle,1,Major
2024-09-26 15:52:33,6460,1.07,120,1.43,Normal,Adult,Off-Peak,6721,Bus,67.89,1.84,0,Red Light Violation,Clear,12.1,2.46,366.97,Daytime,Wet,1,Green,Don't Walk,21,0,19,17,High,Child Running,0,Minor
2024-11-28 04:55:53,9955,1.07,32,0.43,Group Crossing,Elderly,Peak,8242,Car,19.45,0.71,1,None,Snow,-2.7,1.74,518.75,Low-light,Wet,1,Red,Don't Walk,80,0,14,1,Medium,Normal,0,Fatal
2024-11-16 01:25:14,3196,0.85,85,1.8,Jaywalking,Adult,Peak,7427,Truck,66.0,1.75,1,None,Fog,9.9,6.65,397.17,Nighttime,Snow-covered,1,Red,Walk,74,1,50,19,Medium,Emergency Vehicle,1,Fatal
2024-12-11 18:45:36,7562,0.57,185,0.95,Jaywalking,Adult,Off-Peak,6968,Bus,46.42,-1.05,0,Red Light Violation,Snow,24.3,5.39,541.73,Nighttime,Snow-covered,1,Red,Walk,31,1,37,13,High,Child Running,0,None
2024-12-05 11:20:57,4756,0.7,210,0.53,Normal,Child,Off-Peak,9160,Bicycle,22.35,1.15,1,Failed to Yield,Fog,15.7,6.19,130.45,Low-light,Dry,0,Green,Don't Walk,10,1,13,5,High,Child Running,1,None
2024-06-02 06:49:30,4679,1.03,321,2.22,Jaywalking,Elderly,Peak,9608,Bicycle,11.68,1.11,0,Red Light Violation,Snow,5.1,9.64,169.67,Nighttime,Wet,1,Red,Don't Walk,17,0,28,1,Medium,Child Running,0,Minor
2024-01-18 22:46:58,1892,0.56,170,1.69,Normal,Child,Off-Peak,5242,Car,12.71,2.88,1,None,Clear,9.9,4.6,171.18,Low-light,Dry,1,Green,Don't Walk,63,0,37,9,Medium,Emergency Vehicle,0,Fatal
2024-07-02 16:54:58,9555,1.59,61,1.02,Jaywalking,Adult,Peak,9290,Motorcycle,46.51,-0.61,0,Failed to Yield,Rain,10.0,3.27,630.33,Low-light,Wet,0,Red,Don't Walk,82,1,50,16,High,Child Running,0,Major
2024-01-07 03:26:34,3837,0.61,284,0.9,Group Crossing,Adult,Off-Peak,6699,Bus,50.88,1.76,0,None,Snow,4.9,5.73,983.68,Nighttime,Dry,1,Green,Walk,62,0,22,13,High,Child Running,1,Fatal
2024-05-14 22:25:26,6342,1.38,217,1.64,Waiting,Adult,Peak,7531,Motorcycle,63.85,-0.1,0,Failed to Yield,Snow,-1.8,3.54,724.68,Low-light,Wet,0,Red,Don't Walk,46,0,10,3,High,Normal,1,Major
2024-08-22 02:37:34,6045,1.42,262,1.83,Normal,Elderly,Peak,6075,Truck,23.48,-1.98,0,Failed to Yield,Fog,9.9,1.59,621.55,Low-light,Dry,1,Red,Walk,28,0,29,8,Low,Normal,1,Minor
2024-09-30 19:41:07,8560,0.59,175,0.26,Normal,Child,Off-Peak,6612,Bicycle,50.7,1.96,0,None,Rain,4.1,5.75,381.22,Nighttime,Dry,0,Yellow,Don't Walk,88,1,12,17,Low,Child Running,1,None
2024-06-05 12:09:05,1681,1.59,40,0.57,Normal,Elderly,Off-Peak,7824,Car,37.8,-1.17,1,Failed to Yield,Fog,16.9,1.67,293.17,Daytime,Wet,0,Yellow,Don't Walk,68,0,37,20,Medium,Normal,0,Fatal
2024-10-15 13:24:39,7388,1.11,188,1.48,Normal,Child,Peak,7301,Car,77.02,-0.99,1,None,Rain,16.3,6.36,61.55,Daytime,Snow-covered,0,Red,Walk,78,1,31,18,Medium,Normal,1,Fatal
2024-08-30 05:50:55,9865,0.92,317,0.42,Jaywalking,Adult,Off-Peak,9168,Bicycle,54.41,2.6,1,None,Snow,8.1,9.42,260.59,Nighttime,Wet,0,Yellow,Walk,59,0,26,11,Low,Child Running,1,Fatal
2024-09-01 06:39:54,9253,1.53,218,1.09,Waiting,Adult,Peak,7283,Motorcycle,58.83,2.11,0,Failed to Yield,Snow,-4.1,0.88,219.0,Nighttime,Wet,1,Yellow,Walk,56,0,16,1,High,Normal,0,None
2024-06-28 18:53:51,3320,1.51,55,1.01,Jaywalking,Adult,Off-Peak,6851,Bicycle,63.7,1.07,0,None,Clear,-3.1,0.44,625.21,Low-light,Dry,0,Green,Walk,61,1,34,7,Medium,Normal,0,Fatal
2024-05-04 05:19:05,4683,1.44,17,1.32,Normal,Elderly,Off-Peak,8450,Car,46.51,0.21,0,None,Rain,7.9,5.12,933.59,Nighttime,Wet,1,Green,Don't Walk,44,1,28,3,High,Normal,0,Fatal
2024-05-20 07:36:59,8692,1.29,247,2.36,Group Crossing,Child,Off-Peak,8889,Truck,30.91,-0.3,1,Failed to Yield,Rain,2.6,1.54,990.19,Low-light,Wet,0,Green,Walk,37,1,46,19,High,Emergency Vehicle,0,Major
2024-09-29 05:36:26,1458,0.71,139,2.5,Jaywalking,Adult,Peak,7104,Car,36.07,-1.45,0,None,Clear,14.9,3.77,942.58,Nighttime,Wet,1,Red,Walk,21,0,20,11,Medium,Normal,1,Minor
2024-10-08 10:55:29,8816,1.89,81,0.29,Jaywalking,Elderly,Peak,9255,Car,50.93,1.46,0,Red Light Violation,Snow,31.5,2.45,345.83,Nighttime,Wet,1,Red,Walk,55,1,40,4,Low,Emergency Vehicle,0,Fatal
2024-08-26 02:55:42,4238,1.21,193,1.41,Group Crossing,Child,Off-Peak,8691,Bicycle,47.31,-0.29,1,Red Light Violation,Clear,26.2,5.94,430.25,Daytime,Wet,1,Yellow,Walk,69,0,31,11,Low,Emergency Vehicle,0,Fatal
2024-06-23 01:11:00,1909,0.8,58,0.48,Jaywalking,Child,Peak,9770,Truck,42.54,-0.97,1,None,Clear,16.3,1.46,742.65,Daytime,Wet,1,Green,Walk,49,0,37,15,High,Emergency Vehicle,0,Minor
2024-10-25 02:06:48,1676,1.62,26,1.02,Waiting,Adult,Peak,5650,Truck,28.34,0.36,1,Red Light Violation,Rain,32.3,8.28,159.55,Low-light,Snow-covered,0,Red,Walk,17,1,19,6,Medium,Normal,0,Fatal
2024-06-24 03:19:34,7713,0.6,23,0.44,Normal,Child,Off-Peak,5157,Bus,67.01,2.99,1,None,Snow,1.3,4.67,718.43,Daytime,Snow-covered,1,Yellow,Don't Walk,77,1,8,8,Medium,Normal,0,Fatal
2024-08-24 10:21:25,7678,1.63,137,1.77,Group Crossing,Child,Peak,9431,Motorcycle,46.0,1.18,0,None,Rain,15.8,8.58,645.55,Daytime,Snow-covered,0,Yellow,Don't Walk,59,1,22,5,Low,Child Running,1,None
2024-08-18 06:55:47,1509,0.77,98,1.26,Jaywalking,Adult,Off-Peak,9648,Bus,18.21,1.68,0,Failed to Yield,Snow,4.0,1.09,749.65,Low-light,Dry,0,Green,Don't Walk,27,0,18,8,High,Emergency Vehicle,1,Fatal
2024-08-17 05:44:01,2107,1.09,187,2.1,Jaywalking,Child,Peak,5884,Motorcycle,75.37,1.23,1,Red Light Violation,Fog,7.9,0.31,974.64,Nighttime,Snow-covered,0,Red,Don't Walk,27,1,36,10,High,Child Running,1,Minor
2024-08-09 16:39:32,5954,0.66,326,1.93,Normal,Child,Off-Peak,9109,Bicycle,64.98,-1.74,0,Red Light Violation,Rain,-3.5,1.02,587.51,Nighttime,Dry,1,Red,Walk,51,0,33,9,Low,Child Running,0,Fatal
2024-09-27 15:04:38,3718,1.88,46,1.3,Waiting,Elderly,Peak,9976,Car,59.46,-0.81,0,Red Light Violation,Clear,7.0,7.94,497.64,Low-light,Snow-covered,0,Red,Don't Walk,56,1,38,6,Medium,Child Running,1,None
2024-01-31 06:50:28,8182,0.63,170,2.26,Jaywalking,Elderly,Off-Peak,7998,Motorcycle,16.56,1.5,0,None,Rain,8.3,5.05,845.29,Daytime,Wet,1,Green,Walk,41,1,26,1,High,Child Running,0,Major
2024-05-26 07:16:16,5041,1.69,181,1.17,Group Crossing,Child,Off-Peak,7634,Car,57.05,-1.21,1,None,Rain,8.1,1.01,832.74,Daytime,Wet,1,Green,Don't Walk,67,0,47,19,High,Normal,1,Major
2024-02-22 13:18:37,5995,0.93,154,1.19,Waiting,Elderly,Peak,6562,Bicycle,24.37,-1.06,0,Failed to Yield,Clear,-2.3,4.87,910.28,Nighttime,Snow-covered,1,Yellow,Walk,75,0,10,17,Medium,Emergency Vehicle,1,Major
2024-04-03 11:20:46,3863,1.91,269,0.31,Group Crossing,Elderly,Peak,9760,Truck,66.88,-1.69,0,Failed to Yield,Snow,-1.2,3.07,545.27,Daytime,Wet,1,Red,Walk,84,0,26,1,Low,Child Running,1,None
2024-08-13 22:29:26,2072,0.69,135,1.52,Waiting,Child,Off-Peak,8186,Truck,64.81,-0.62,1,Failed to Yield,Clear,13.5,5.82,807.32,Low-light,Dry,1,Green,Walk,62,0,33,20,Medium,Emergency Vehicle,0,Fatal
2024-05-26 13:36:33,8863,1.5,220,2.47,Group Crossing,Adult,Off-Peak,7356,Truck,52.9,-0.58,1,None,Fog,32.4,5.59,627.68,Nighttime,Dry,1,Yellow,Walk,37,1,41,5,Medium,Child Running,1,Fatal
2024-12-12 19:59:10,8403,0.7,141,0.52,Jaywalking,Adult,Peak,6332,Bicycle,67.86,0.93,0,Red Light Violation,Fog,-4.3,1.97,681.66,Low-light,Wet,0,Yellow,Walk,15,1,46,3,Medium,Child Running,1,Minor
2024-05-26 02:50:49,8052,1.35,199,2.17,Jaywalking,Elderly,Off-Peak,6236,Bicycle,60.32,0.46,0,Red Light Violation,Fog,28.3,3.02,246.9,Low-light,Dry,0,Yellow,Walk,25,1,44,1,Low,Emergency Vehicle,1,Major
2024-03-30 01:55:27,5250,1.21,237,0.8,Group Crossing,Child,Off-Peak,5673,Bus,63.54,-0.18,0,Red Light Violation,Clear,0.2,5.39,229.42,Low-light,Wet,0,Green,Don't Walk,87,1,45,18,Medium,Child Running,0,None
2024-08-19 07:13:42,3384,0.54,284,0.9,Jaywalking,Adult,Off-Peak,8890,Car,41.1,-0.54,0,Failed to Yield,Clear,17.1,2.84,870.79,Nighttime,Snow-covered,1,Red,Don't Walk,15,1,27,6,Medium,Child Running,1,None
2024-07-31 02:01:56,3122,0.67,72,1.63,Waiting,Elderly,Off-Peak,9693,Bicycle,52.07,2.53,0,None,Fog,1.8,2.89,468.28,Nighttime,Snow-covered,1,Red,Don't Walk,11,1,7,15,High,Emergency Vehicle,0,Major
2024-06-30 08:36:33,8198,0.59,161,2.32,Waiting,Child,Peak,8720,Motorcycle,69.86,2.18,0,Failed to Yield,Fog,18.7,2.34,364.65,Daytime,Dry,1,Yellow,Walk,39,0,8,3,Low,Normal,1,Minor
2024-07-18 21:00:46,1156,0.91,155,2.1,Waiting,Child,Off-Peak,8177,Motorcycle,34.78,0.98,1,Red Light Violation,Clear,31.0,9.14,596.88,Nighttime,Dry,1,Green,Walk,87,0,47,9,High,Normal,1,None
2024-12-20 02:29:21,9596,1.21,100,1.67,Group Crossing,Adult,Peak,7367,Bus,69.83,1.72,1,Red Light Violation,Rain,10.7,0.21,986.07,Daytime,Snow-covered,1,Red,Walk,11,0,17,1,High,Normal,1,Major
2024-12-08 16:51:00,9958,1.99,111,0.75,Group Crossing,Elderly,Peak,7494,Bicycle,16.65,2.22,0,None,Rain,-2.9,2.84,664.73,Nighttime,Dry,0,Yellow,Walk,46,0,12,2,High,Emergency Vehicle,1,Fatal
2024-08-20 17:42:47,1524,1.79,177,0.95,Normal,Elderly,Off-Peak,8222,Motorcycle,74.15,2.42,1,Failed to Yield,Clear,28.5,3.7,294.5,Nighttime,Snow-covered,0,Green,Don't Walk,56,1,32,19,Low,Emergency Vehicle,0,Major
2024-09-20 22:15:40,2832,1.88,217,0.77,Waiting,Adult,Off-Peak,6218,Truck,62.36,1.34,0,Red Light Violation,Snow,7.5,7.5,775.77,Low-light,Wet,1,Red,Don't Walk,90,0,36,20,Low,Normal,1,Major
2024-12-25 20:51:33,7423,1.57,133,0.2,Group Crossing,Adult,Peak,9427,Bus,19.43,2.45,1,Red Light Violation,Fog,12.0,1.71,759.83,Nighttime,Snow-covered,0,Red,Don't Walk,41,1,6,13,Medium,Normal,1,Major
2024-07-16 20:22:07,9338,0.58,107,2.47,Group Crossing,Adult,Peak,7789,Bicycle,46.61,0.08,0,Failed to Yield,Rain,1.8,2.52,417.33,Daytime,Snow-covered,1,Green,Walk,31,1,19,14,Low,Child Running,1,Major
2024-05-04 04:18:45,3920,1.02,3,2.22,Normal,Child,Off-Peak,7043,Truck,41.4,-0.69,1,Failed to Yield,Fog,9.5,0.91,431.25,Daytime,Dry,0,Yellow,Don't Walk,22,1,40,20,High,Emergency Vehicle,0,Major
2024-07-31 20:34:11,7174,1.77,30,0.79,Waiting,Child,Peak,8384,Car,35.42,-1.09,0,None,Clear,-0.8,7.88,735.98,Low-light,Wet,0,Yellow,Walk,71,1,19,2,Medium,Emergency Vehicle,0,Major
2024-01-22 00:31:38,6722,1.31,210,1.72,Waiting,Elderly,Peak,6652,Bicycle,60.95,1.7,1,Failed to Yield,Fog,10.1,7.76,472.5,Daytime,Wet,1,Green,Walk,57,1,36,9,High,Child Running,1,None
2024-12-18 12:54:14,1831,1.75,157,1.71,Waiting,Child,Off-Peak,5727,Truck,75.73,-0.24,1,None,Snow,6.8,0.57,988.35,Daytime,Snow-covered,1,Red,Walk,44,0,43,9,High,Emergency Vehicle,0,Major
2024-05-23 13:40:19,4495,0.96,311,0.55,Waiting,Child,Off-Peak,9637,Bus,61.94,1.53,0,Red Light Violation,Rain,5.7,7.42,302.13,Daytime,Dry,0,Red,Don't Walk,18,1,18,10,Medium,Normal,0,None
2024-08-23 13:25:55,2113,0.84,198,1.04,Normal,Child,Peak,6918,Car,72.03,0.44,0,Failed to Yield,Clear,-2.3,8.77,79.35,Daytime,Snow-covered,0,Yellow,Don't Walk,16,0,15,6,High,Emergency Vehicle,1,Fatal
2024-08-14 23:52:08,9379,1.66,198,1.49,Waiting,Child,Peak,9964,Motorcycle,21.71,-1.96,0,Red Light Violation,Snow,12.6,7.2,370.97,Low-light,Dry,0,Red,Walk,66,1,49,14,Medium,Child Running,1,Minor
2024-01-23 12:47:17,9567,1.06,104,0.8,Group Crossing,Child,Off-Peak,9324,Motorcycle,62.37,0.26,1,Failed to Yield,Rain,18.8,5.07,834.3,Low-light,Snow-covered,0,Green,Walk,90,0,5,15,Low,Child Running,1,None
2024-02-09 11:23:47,9848,0.64,180,1.36,Waiting,Elderly,Peak,6786,Truck,58.04,-1.33,1,Red Light Violation,Fog,2.6,1.81,675.26,Nighttime,Snow-covered,1,Yellow,Walk,66,1,46,9,High,Emergency Vehicle,1,Major
2024-06-12 13:59:56,2280,1.46,178,1.19,Normal,Adult,Off-Peak,7752,Car,67.29,2.61,0,None,Clear,17.2,3.75,453.95,Nighttime,Snow-covered,1,Red,Walk,53,0,37,18,Medium,Child Running,1,Minor
2024-07-22 05:28:10,7706,0.65,218,1.65,Group Crossing,Elderly,Off-Peak,8318,Truck,42.81,0.52,1,Failed to Yield,Clear,26.2,2.17,966.65,Daytime,Wet,0,Red,Walk,73,0,40,2,High,Child Running,1,Major
2024-12-12 05:37:45,5612,1.9,164,1.63,Group Crossing,Child,Off-Peak,6945,Bicycle,28.03,2.51,1,None,Fog,23.7,5.12,201.42,Low-light,Dry,1,Green,Don't Walk,86,1,48,6,Low,Normal,1,None
2024-02-01 20:44:31,1434,1.26,309,0.93,Group Crossing,Adult,Off-Peak,8502,Car,57.15,2.3,1,None,Fog,17.4,0.01,447.73,Nighttime,Snow-covered,1,Yellow,Walk,54,1,50,8,Low,Child Running,1,None
2024-07-30 02:31:36,3617,1.25,318,2.23,Normal,Elderly,Off-Peak,8956,Car,56.07,0.94,0,Failed to Yield,Snow,11.2,7.24,561.62,Low-light,Dry,0,Red,Don't Walk,37,1,49,11,High,Child Running,0,None
2024-04-17 02:01:49,1467,1.6,84,0.82,Waiting,Elderly,Peak,7163,Bus,34.29,2.96,1,None,Snow,27.1,2.39,592.68,Daytime,Snow-covered,1,Yellow,Walk,87,1,15,12,Medium,Child Running,0,Minor
2024-02-18 14:32:31,5345,1.08,81,0.23,Group Crossing,Adult,Peak,8214,Bus,19.01,2.34,0,Red Light Violation,Clear,27.3,4.72,168.4,Low-light,Snow-covered,0,Yellow,Walk,15,1,44,6,Low,Emergency Vehicle,1,None
2024-06-28 05:35:02,2202,1.28,122,0.85,Group Crossing,Adult,Off-Peak,8975,Bicycle,29.19,-1.97,1,Red Light Violation,Rain,9.4,3.95,599.77,Nighttime,Wet,1,Yellow,Don't Walk,66,1,36,14,Medium,Child Running,1,Minor
2024-07-27 06:01:34,7742,0.77,198,2.1,Waiting,Elderly,Off-Peak,8115,Car,13.89,0.44,0,Failed to Yield,Clear,-1.2,7.22,394.07,Nighttime,Snow-covered,0,Red,Walk,19,1,24,17,Medium,Emergency Vehicle,1,Minor
2024-03-18 22:51:14,7564,0.91,353,0.16,Normal,Adult,Off-Peak,7067,Bus,51.25,1.85,0,Failed to Yield,Rain,17.2,4.76,916.02,Nighttime,Wet,1,Yellow,Don't Walk,46,1,24,15,Medium,Normal,0,Major
2024-07-22 01:37:50,7123,1.4,287,1.56,Normal,Child,Off-Peak,8345,Bus,46.74,2.99,0,Red Light Violation,Rain,27.7,8.23,148.84,Nighttime,Dry,1,Yellow,Don't Walk,75,0,33,13,High,Child Running,0,Minor
2024-03-04 15:35:10,8847,1.1,4,1.47,Normal,Elderly,Peak,5364,Truck,53.54,2.87,0,None,Clear,16.5,0.26,854.36,Daytime,Snow-covered,0,Red,Don't Walk,15,0,45,11,Low,Child Running,0,Minor
2024-07-27 20:40:41,9005,1.03,219,1.34,Group Crossing,Elderly,Peak,6826,Car,51.36,2.74,0,Failed to Yield,Rain,23.4,6.8,773.27,Low-light,Snow-covered,1,Yellow,Don't Walk,78,0,16,2,High,Child Running,1,None
2024-03-03 15:47:20,5086,1.46,32,2.39,Jaywalking,Elderly,Peak,7474,Bus,15.0,0.62,0,Red Light Violation,Snow,34.2,6.87,810.13,Nighttime,Dry,1,Yellow,Don't Walk,47,0,15,19,High,Normal,1,Fatal
2024-09-28 13:04:40,1410,0.61,32,1.39,Waiting,Elderly,Off-Peak,6292,Bicycle,13.7,2.02,0,None,Rain,31.9,4.98,435.64,Low-light,Dry,1,Yellow,Don't Walk,79,1,15,5,Medium,Normal,0,None
2024-01-30 13:51:02,2082,1.26,283,0.61,Group Crossing,Child,Peak,8559,Car,13.15,0.66,1,None,Clear,29.3,4.84,566.87,Low-light,Dry,1,Green,Don't Walk,60,0,30,1,Medium,Emergency Vehicle,0,Minor
2024-09-06 01:16:22,3374,1.48,43,0.94,Waiting,Elderly,Peak,8672,Car,47.89,0.76,0,Failed to Yield,Fog,0.2,3.76,59.31,Nighttime,Dry,0,Yellow,Walk,55,1,14,12,Medium,Child Running,0,Major
2024-11-14 00:48:39,8711,1.44,179,1.99,Jaywalking,Child,Off-Peak,6990,Car,65.82,0.41,0,Failed to Yield,Snow,-1.3,8.34,643.69,Low-light,Dry,0,Red,Walk,39,0,47,2,Medium,Emergency Vehicle,0,Minor
2024-08-24 06:18:47,6956,1.9,83,0.54,Jaywalking,Adult,Peak,9148,Bus,35.15,-0.82,0,Red Light Violation,Snow,3.7,0.13,498.56,Daytime,Snow-covered,0,Yellow,Walk,65,1,48,19,Medium,Emergency Vehicle,1,None
2024-02-20 20:04:42,3175,1.07,58,1.09,Group Crossing,Child,Peak,5468,Car,39.41,0.29,1,Failed to Yield,Rain,0.4,2.83,410.73,Low-light,Dry,0,Green,Walk,14,1,44,1,High,Normal,1,Minor
2024-10-30 02:50:20,7052,0.52,10,1.7,Normal,Elderly,Peak,7848,Motorcycle,35.93,2.2,0,Failed to Yield,Clear,22.0,5.12,800.81,Nighttime,Dry,1,Yellow,Don't Walk,32,1,13,8,Low,Normal,0,Minor
2024-11-11 09:35:28,9111,1.69,136,0.74,Normal,Elderly,Off-Peak,8517,Motorcycle,32.24,-0.33,0,None,Fog,1.2,7.54,152.56,Daytime,Wet,1,Yellow,Walk,66,0,21,8,Medium,Child Running,1,Major
2024-06-18 09:49:47,3829,1.46,292,1.71,Group Crossing,Elderly,Off-Peak,6884,Bicycle,40.41,-0.67,1,Failed to Yield,Clear,20.6,9.78,739.21,Daytime,Snow-covered,0,Green,Don't Walk,45,0,15,9,High,Child Running,0,Minor
2024-10-12 17:10:52,5083,1.51,15,0.62,Waiting,Adult,Peak,7044,Car,31.94,-0.09,1,Red Light Violation,Rain,6.3,6.25,932.27,Low-light,Snow-covered,1,Yellow,Don't Walk,61,1,29,12,High,Emergency Vehicle,0,Fatal
2024-08-12 09:33:17,5920,1.12,213,1.82,Waiting,Adult,Peak,6096,Motorcycle,78.72,1.29,0,Failed to Yield,Rain,2.6,6.01,553.11,Daytime,Snow-covered,0,Red,Walk,86,0,18,6,High,Emergency Vehicle,1,None
2024-05-23 04:45:10,6621,1.86,269,0.22,Waiting,Elderly,Off-Peak,5321,Bus,43.98,0.6,1,Failed to Yield,Snow,3.4,9.67,666.13,Nighttime,Snow-covered,1,Green,Don't Walk,59,1,22,16,High,Normal,0,Major
2024-09-20 15:38:10,8049,1.45,25,1.13,Group Crossing,Adult,Peak,6700,Bus,38.95,0.52,0,Red Light Violation,Clear,-4.9,4.4,555.96,Low-light,Dry,1,Red,Walk,50,1,10,13,High,Child Running,0,Fatal
2024-08-26 09:21:06,6791,0.64,107,0.95,Normal,Elderly,Peak,7894,Car,72.44,0.2,1,Failed to Yield,Fog,12.1,6.69,430.19,Nighttime,Dry,1,Yellow,Don't Walk,78,0,39,6,Medium,Child Running,0,Major
