User_ID,Age,Gender,Occupation,Preference,Preferred_Pickup_Time,Preferred_Dropoff_Time,Carpool_Willingness,Preferred_Route,Vehicle_Type,Historical_Ride_Patterns,Travel_Frequency,Cancellation_Rate,Traffic_Conditions,POI,Distance_Matrix,Optimal_Routes,Past_Rides,Real_Time_Request,Vehicle_Availability,Real_Time_Traffic,Historical_Traffic,Weather_Condition,Event,Fuel_Price,Ride_Match_Success,User_Satisfaction,Dynamic_Pricing,Wait_Times,Incident_Reports,Congestion_Hotspots
779,45,Female,Teacher,Non-Smoking,2024-03-17 23:17,2024-01-18 19:51,Yes,Route 19,Electric,30,Weekly,0.14,Heavy,POI 37,47.81,Optimal Route 9,240,Yes,Busy,Congested,Medium,Rainy,Festival,1215.26,0.79,2.2,20.58,6,5,Hotspot 5
780,36,Female,Vlogger,Non-Smoking,2024-03-10 03:27,2024-02-23 03:44,No,Route 4,SUV,84,Daily,0.39,Light,POI 12,22.33,Optimal Route 3,6,No,Available,Smooth,Medium,Rainy,Sports Event,1126.97,0.79,4.4,48.27,9,4,Hotspot 9
781,53,Male,Business Man,Silent,2024-03-24 21:28,2024-01-02 18:27,No,Route 6,Auto,42,Weekly,0.28,Light,POI 38,36.3,Optimal Route 6,120,No,Available,Smooth,High,Cloudy,Festival,1097.16,0.68,4.9,19.04,2,1,Hotspot 4
782,44,Female,Business Woman,Smoking,2024-02-23 22:42,2024-03-13 08:21,No,Route 18,SUV,169,Daily,0.18,Moderate,POI 47,3.53,Optimal Route 6,493,No,Available,Smooth,Low,Snowy,None,1461.43,0.71,1.9,36.44,2,2,Hotspot 5
783,38,Male,Teacher,Silent,2024-02-23 01:23,2024-03-12 09:11,No,Route 6,Hatchback,33,Daily,0.46,Light,POI 23,31.46,Optimal Route 1,260,Yes,Busy,Smooth,Medium,Snowy,None,1121.04,0.74,3.7,10.36,7,1,Hotspot 2
784,45,Male,Private Employee,Conversation,2024-01-28 13:48,2024-02-01 09:43,No,Route 4,Bus,179,Daily,0.23,Moderate,POI 38,6.21,Optimal Route 1,260,No,Available,Smooth,High,Snowy,Festival,1367.75,0.9,4.4,17.49,4,2,Hotspot 10
785,62,Male,Driver,Smoking,2024-03-30 19:06,2024-02-21 20:05,Yes,Route 2,SUV,11,Weekly,0.27,Heavy,POI 44,44.98,Optimal Route 5,84,Yes,Busy,Moderate,High,Cloudy,Sports Event,1363.81,0.89,2.5,47.83,13,1,Hotspot 5
786,21,Male,Doctor,Non-Smoking,2024-01-06 04:09,2024-01-15 16:38,Yes,Route 15,SUV,169,Weekly,0.27,Light,POI 37,5.29,Optimal Route 10,53,Yes,Busy,Smooth,High,Sunny,Festival,1374.9,0.96,2.4,27.55,11,2,Hotspot 7
787,33,Female,Driver,Smoking,2024-02-19 09:42,2024-02-15 07:24,No,Route 15,SUV,125,Daily,0.42,Moderate,POI 9,35.39,Optimal Route 1,233,Yes,Available,Congested,Medium,Rainy,Concert,1182.69,0.91,2.2,10.04,9,5,Hotspot 4
788,64,Female,Driver,Conversation,2024-02-14 19:55,2024-03-30 04:34,Yes,Route 14,SUV,120,Occasionally,0.46,Heavy,POI 41,10.18,Optimal Route 8,27,Yes,Available,Congested,Low,Sunny,Festival,1256.28,0.67,4.9,23.73,11,1,Hotspot 8
789,27,Male,Freelancer,Non-Smoking,2024-01-05 12:31,2024-01-04 14:39,No,Route 9,Sedan,46,Weekly,0.18,Heavy,POI 41,11.28,Optimal Route 1,304,No,Available,Congested,Low,Rainy,Concert,1204.79,0.79,3.2,42.05,11,1,Hotspot 7
790,36,Male,Private Employee,Smoking,2024-02-29 08:52,2024-03-17 14:58,No,Route 6,Auto,198,Daily,0.12,Moderate,POI 25,31.68,Optimal Route 3,50,Yes,Busy,Congested,High,Snowy,Festival,1289.48,0.77,4.1,12.27,5,0,Hotspot 19
791,51,Female,Vlogger,Smoking,2024-01-11 02:43,2024-01-12 11:13,Yes,Route 14,Bus,16,Weekly,0.4,Heavy,POI 28,27.51,Optimal Route 5,69,No,Available,Moderate,High,Snowy,Festival,1096.63,0.81,2.2,28.09,15,5,Hotspot 7
792,51,Male,Student,Smoking,2024-02-16 19:29,2024-03-08 13:44,No,Route 6,Hatchback,96,Occasionally,0.33,Moderate,POI 21,43.33,Optimal Route 9,378,No,Available,Moderate,High,Rainy,None,1015.14,0.55,3.8,10.13,10,4,Hotspot 5
793,50,Male,Engineer,Smoking,2024-02-11 14:42,2024-01-20 04:47,No,Route 18,Hatchback,38,Daily,0.26,Light,POI 32,49.01,Optimal Route 8,137,No,Available,Moderate,High,Cloudy,Sports Event,1157.25,0.74,1.1,7.51,4,5,Hotspot 19
794,45,Male,Business Man,Non-Smoking,2024-02-29 09:26,2024-01-24 07:31,No,Route 15,Sedan,192,Daily,0.14,Moderate,POI 28,13.62,Optimal Route 7,146,No,Available,Congested,Low,Rainy,Concert,1278.9,0.95,2.6,47.6,15,4,Hotspot 15
795,18,Male,Engineer,Silent,2024-01-13 08:28,2024-03-01 00:03,Yes,Route 5,Electric,140,Occasionally,0.1,Moderate,POI 50,1.85,Optimal Route 6,180,No,Busy,Congested,Low,Sunny,Concert,1005.05,0.55,3.5,33.76,2,4,Hotspot 18
796,43,Female,Doctor,Music,2024-02-06 20:28,2024-03-09 10:34,Yes,Route 12,SUV,96,Occasionally,0.5,Heavy,POI 11,19.66,Optimal Route 3,354,No,Available,Congested,Low,Rainy,Sports Event,1244.53,0.85,3.6,25.64,2,5,Hotspot 5
797,51,Male,Driver,Silent,2024-03-10 17:46,2024-02-03 15:59,No,Route 4,SUV,144,Weekly,0.42,Light,POI 29,22.2,Optimal Route 3,42,No,Busy,Congested,High,Rainy,None,1322.78,0.97,4.9,10.11,6,2,Hotspot 13
798,46,Male,Business Woman,Conversation,2024-01-16 13:29,2024-02-10 12:32,Yes,Route 12,Electric,91,Occasionally,0.08,Light,POI 22,42.58,Optimal Route 9,174,No,Busy,Congested,Medium,Snowy,None,1194.0,0.69,2.6,14.96,6,4,Hotspot 8
799,37,Male,Doctor,Conversation,2024-03-01 09:19,2024-01-28 18:20,No,Route 6,Auto,188,Weekly,0.15,Moderate,POI 13,37.84,Optimal Route 3,130,No,Busy,Smooth,Medium,Sunny,Sports Event,1418.52,0.85,4.6,36.71,4,1,Hotspot 20
800,19,Male,Freelancer,Music,2024-01-08 07:51,2024-01-04 07:32,Yes,Route 8,Auto,179,Weekly,0.24,Moderate,POI 40,24.79,Optimal Route 7,456,Yes,Busy,Congested,Low,Rainy,Festival,1417.44,0.66,2.8,36.7,11,2,Hotspot 19
801,22,Female,Engineer,Conversation,2024-02-24 14:56,2024-03-15 04:42,No,Route 2,Electric,67,Daily,0.44,Moderate,POI 12,11.99,Optimal Route 6,364,No,Busy,Smooth,High,Rainy,Festival,1274.15,0.7,2.2,5.39,10,2,Hotspot 11
802,62,Female,Freelancer,Non-Smoking,2024-02-22 20:24,2024-01-15 04:18,Yes,Route 13,Bus,47,Daily,0.24,Moderate,POI 39,35.0,Optimal Route 5,45,Yes,Available,Smooth,Medium,Snowy,Festival,1277.79,0.56,1.1,37.82,7,2,Hotspot 6
803,24,Male,Driver,Music,2024-01-09 11:25,2024-03-24 16:32,Yes,Route 15,Sedan,173,Daily,0.03,Moderate,POI 36,46.58,Optimal Route 1,410,Yes,Available,Congested,Low,Cloudy,Concert,1073.53,0.99,2.2,39.65,11,4,Hotspot 17
804,32,Female,Driver,Non-Smoking,2024-02-04 01:00,2024-03-27 19:34,No,Route 3,Electric,10,Weekly,0.16,Heavy,POI 30,19.51,Optimal Route 3,332,No,Busy,Congested,Low,Cloudy,Festival,1278.62,0.99,4.6,42.66,13,3,Hotspot 13
805,41,Female,Doctor,Music,2024-03-26 23:10,2024-01-20 22:00,Yes,Route 10,Motorbike,22,Daily,0.32,Heavy,POI 49,13.05,Optimal Route 3,128,Yes,Busy,Congested,Medium,Rainy,Festival,1094.21,0.98,1.7,26.19,5,3,Hotspot 4
806,46,Female,Vlogger,Smoking,2024-01-13 23:05,2024-03-26 17:57,No,Route 6,Auto,12,Occasionally,0.22,Moderate,POI 5,27.52,Optimal Route 7,428,No,Busy,Smooth,High,Cloudy,None,1471.42,0.88,1.1,40.89,7,0,Hotspot 13
807,26,Female,Business Man,Smoking,2024-03-12 13:37,2024-03-09 12:25,No,Route 8,Hatchback,187,Weekly,0.16,Heavy,POI 50,48.33,Optimal Route 7,260,No,Busy,Smooth,Medium,Snowy,Sports Event,1292.08,0.6,3.6,7.37,14,0,Hotspot 19
808,23,Male,Driver,Music,2024-03-25 02:12,2024-03-11 16:48,Yes,Route 4,Bus,42,Occasionally,0.11,Moderate,POI 41,23.9,Optimal Route 2,386,No,Available,Congested,Low,Cloudy,Sports Event,1366.29,0.85,1.6,12.94,2,2,Hotspot 16
809,64,Female,Business Woman,Music,2024-03-25 17:37,2024-03-28 23:59,No,Route 4,Sedan,148,Daily,0.1,Light,POI 17,36.59,Optimal Route 7,252,Yes,Available,Smooth,Medium,Snowy,Festival,1468.51,0.63,1.4,45.9,13,3,Hotspot 19
810,62,Female,Teacher,Conversation,2024-03-29 23:38,2024-01-18 01:16,Yes,Route 11,Bus,38,Weekly,0.1,Heavy,POI 23,22.92,Optimal Route 9,41,No,Busy,Smooth,Medium,Rainy,Festival,1365.81,0.72,2.8,5.5,4,4,Hotspot 9
811,47,Male,Doctor,Non-Smoking,2024-01-08 02:20,2024-02-03 16:09,No,Route 19,SUV,130,Occasionally,0.2,Moderate,POI 4,25.83,Optimal Route 3,96,Yes,Available,Moderate,High,Sunny,Festival,1277.19,0.82,1.2,49.87,5,0,Hotspot 19
812,24,Female,Student,Silent,2024-02-21 22:15,2024-03-15 23:43,Yes,Route 20,Hatchback,185,Occasionally,0.23,Heavy,POI 24,18.65,Optimal Route 4,341,No,Available,Moderate,Low,Sunny,Concert,1071.68,0.64,2.5,15.69,4,2,Hotspot 13
813,59,Male,Business Man,Music,2024-02-29 20:00,2024-01-27 22:45,Yes,Route 2,SUV,83,Weekly,0.04,Heavy,POI 23,19.37,Optimal Route 2,370,Yes,Available,Congested,Medium,Rainy,Festival,1407.82,0.77,1.1,42.98,11,2,Hotspot 6
814,56,Male,Freelancer,Non-Smoking,2024-01-10 15:28,2024-01-12 19:02,No,Route 11,SUV,66,Weekly,0.15,Light,POI 2,10.08,Optimal Route 3,106,Yes,Available,Smooth,High,Sunny,Festival,1125.89,0.67,4.2,30.48,9,0,Hotspot 12
815,33,Male,Engineer,Smoking,2024-01-26 18:02,2024-02-25 09:51,No,Route 10,Sedan,184,Occasionally,0.38,Light,POI 50,18.14,Optimal Route 8,165,No,Busy,Congested,Low,Cloudy,None,1224.47,0.77,1.7,19.09,3,0,Hotspot 3
816,63,Male,Student,Non-Smoking,2024-01-13 23:23,2024-02-08 09:06,Yes,Route 7,SUV,17,Occasionally,0.47,Heavy,POI 5,7.09,Optimal Route 2,150,Yes,Available,Moderate,High,Snowy,Festival,1258.78,0.61,4.5,8.25,4,0,Hotspot 5
817,43,Male,Vlogger,Non-Smoking,2024-02-22 04:19,2024-02-01 01:40,No,Route 12,Electric,97,Weekly,0.22,Heavy,POI 3,34.49,Optimal Route 3,149,Yes,Available,Moderate,Medium,Snowy,Concert,1136.67,0.79,2.7,23.2,6,5,Hotspot 15
818,27,Female,Private Employee,Smoking,2024-01-29 18:51,2024-02-14 17:22,Yes,Route 9,Electric,16,Daily,0.26,Heavy,POI 9,21.17,Optimal Route 10,355,Yes,Busy,Moderate,High,Sunny,Sports Event,1183.21,0.94,2.8,11.89,2,0,Hotspot 20
819,22,Female,Business Woman,Non-Smoking,2024-01-29 09:19,2024-01-20 11:03,Yes,Route 6,Auto,55,Daily,0.27,Heavy,POI 27,9.39,Optimal Route 10,296,No,Available,Congested,High,Sunny,None,1448.08,0.86,2.9,37.2,10,4,Hotspot 4
820,56,Male,Student,Music,2024-03-08 00:23,2024-01-31 20:10,Yes,Route 20,SUV,11,Weekly,0.42,Light,POI 26,2.12,Optimal Route 5,69,No,Busy,Congested,Medium,Cloudy,None,1466.1,0.6,3.0,49.95,15,0,Hotspot 10
821,56,Female,Teacher,Non-Smoking,2024-02-25 02:03,2024-02-26 23:06,No,Route 12,SUV,101,Occasionally,0.24,Light,POI 33,8.86,Optimal Route 4,283,No,Busy,Smooth,High,Snowy,Festival,1366.13,0.74,3.3,18.49,3,4,Hotspot 11
822,35,Male,Engineer,Smoking,2024-01-16 00:33,2024-01-02 23:12,Yes,Route 11,Motorbike,77,Weekly,0.26,Heavy,POI 24,25.87,Optimal Route 6,493,No,Busy,Smooth,Low,Sunny,None,1410.44,0.7,4.6,37.69,12,2,Hotspot 6
823,29,Male,Doctor,Smoking,2024-02-10 05:27,2024-03-28 10:57,No,Route 4,Sedan,14,Occasionally,0.03,Moderate,POI 46,15.61,Optimal Route 7,223,No,Available,Congested,Low,Cloudy,Sports Event,1309.05,0.58,2.7,24.15,7,1,Hotspot 18
824,37,Male,Driver,Music,2024-01-01 22:41,2024-01-18 04:00,Yes,Route 15,SUV,100,Weekly,0.41,Moderate,POI 47,30.31,Optimal Route 5,153,Yes,Busy,Moderate,Low,Cloudy,Festival,1252.74,0.93,1.8,10.72,12,1,Hotspot 8
825,44,Male,Freelancer,Music,2024-03-12 20:03,2024-03-12 13:24,No,Route 13,Hatchback,188,Occasionally,0.2,Light,POI 49,48.35,Optimal Route 10,310,No,Busy,Congested,Medium,Rainy,None,1461.82,0.76,2.4,39.3,9,4,Hotspot 6
826,50,Male,Freelancer,Smoking,2024-01-25 14:16,2024-03-01 10:12,No,Route 20,Bus,132,Daily,0.34,Light,POI 13,18.92,Optimal Route 10,309,No,Available,Moderate,Medium,Sunny,Festival,1092.68,0.63,3.3,11.79,10,1,Hotspot 7
827,29,Male,Teacher,Silent,2024-03-07 16:33,2024-03-03 16:12,Yes,Route 11,Electric,15,Weekly,0.07,Heavy,POI 19,7.32,Optimal Route 9,61,Yes,Available,Smooth,High,Cloudy,Festival,1483.64,0.76,2.6,48.82,12,3,Hotspot 15
828,31,Male,Business Man,Music,2024-03-18 20:38,2024-01-28 18:47,Yes,Route 5,Auto,124,Daily,0.03,Heavy,POI 11,41.35,Optimal Route 8,39,Yes,Busy,Moderate,High,Cloudy,Sports Event,1237.64,0.56,1.8,5.28,4,4,Hotspot 7
829,60,Female,Student,Conversation,2024-01-22 01:02,2024-03-11 03:25,No,Route 4,Hatchback,177,Daily,0.11,Light,POI 13,19.67,Optimal Route 5,48,No,Available,Moderate,Low,Snowy,Concert,1353.89,0.51,4.8,34.88,3,1,Hotspot 17
830,47,Female,Driver,Smoking,2024-01-17 02:22,2024-02-25 20:12,Yes,Route 20,Auto,128,Occasionally,0.11,Moderate,POI 11,38.46,Optimal Route 3,111,No,Busy,Moderate,Low,Sunny,Concert,1238.14,0.55,2.7,38.29,4,0,Hotspot 15
831,49,Female,Vlogger,Smoking,2024-02-17 08:42,2024-03-23 04:09,No,Route 11,Auto,68,Occasionally,0.36,Light,POI 40,6.26,Optimal Route 9,170,Yes,Available,Moderate,High,Rainy,Sports Event,1322.71,0.55,1.1,25.55,10,4,Hotspot 20
832,52,Female,Private Employee,Music,2024-03-10 09:47,2024-01-31 21:27,No,Route 14,Bus,92,Occasionally,0.5,Moderate,POI 25,9.52,Optimal Route 5,137,No,Available,Moderate,Medium,Sunny,None,1279.63,0.98,1.8,46.39,11,0,Hotspot 13
833,19,Female,Student,Music,2024-01-17 06:12,2024-03-25 00:39,Yes,Route 8,SUV,85,Occasionally,0.09,Moderate,POI 7,48.36,Optimal Route 6,188,No,Available,Smooth,High,Sunny,Festival,1068.5,0.67,3.3,7.84,12,4,Hotspot 1
834,26,Female,Private Employee,Music,2024-02-28 07:42,2024-03-24 17:08,No,Route 7,Motorbike,62,Daily,0.03,Moderate,POI 40,24.09,Optimal Route 9,479,Yes,Busy,Congested,Low,Rainy,Concert,1025.15,0.91,4.0,15.26,8,4,Hotspot 14
835,48,Female,Engineer,Smoking,2024-03-21 20:08,2024-02-09 18:30,Yes,Route 12,Sedan,16,Weekly,0.16,Moderate,POI 41,13.0,Optimal Route 4,59,Yes,Available,Congested,Low,Cloudy,Sports Event,1438.73,0.75,1.1,16.46,4,1,Hotspot 12
836,54,Female,Freelancer,Non-Smoking,2024-03-04 00:12,2024-01-04 06:53,No,Route 10,Auto,49,Daily,0.11,Moderate,POI 38,43.93,Optimal Route 5,262,Yes,Busy,Moderate,Low,Snowy,Concert,1381.01,0.77,2.1,42.33,2,5,Hotspot 7
837,64,Female,Private Employee,Music,2024-01-16 19:37,2024-01-16 21:40,No,Route 18,Sedan,74,Daily,0.46,Moderate,POI 12,40.27,Optimal Route 1,399,Yes,Available,Smooth,Low,Rainy,None,1326.42,0.7,2.6,7.68,14,2,Hotspot 2
838,62,Female,Vlogger,Silent,2024-01-14 22:24,2024-01-07 08:38,No,Route 17,Motorbike,197,Occasionally,0.03,Moderate,POI 31,10.35,Optimal Route 4,466,No,Busy,Smooth,High,Snowy,Festival,1014.6,0.73,4.1,41.26,9,0,Hotspot 11
839,58,Male,Teacher,Conversation,2024-01-11 00:53,2024-01-04 13:06,Yes,Route 4,Hatchback,82,Weekly,0.2,Light,POI 11,19.26,Optimal Route 3,56,No,Available,Congested,High,Rainy,Concert,1036.06,1.0,4.2,8.3,5,5,Hotspot 4
840,55,Female,Doctor,Conversation,2024-01-20 16:11,2024-02-04 04:30,Yes,Route 9,Electric,103,Weekly,0.05,Light,POI 19,13.85,Optimal Route 9,280,Yes,Available,Congested,High,Rainy,Festival,1462.15,0.98,3.0,38.94,5,4,Hotspot 12
841,42,Male,Business Woman,Smoking,2024-03-21 02:52,2024-03-31 08:19,Yes,Route 12,SUV,139,Daily,0.16,Light,POI 11,12.31,Optimal Route 8,107,No,Available,Smooth,Medium,Snowy,Festival,1394.12,0.82,1.6,23.83,3,1,Hotspot 20
842,34,Female,Teacher,Non-Smoking,2024-01-24 04:53,2024-03-13 21:35,Yes,Route 5,SUV,50,Weekly,0.31,Light,POI 24,17.81,Optimal Route 2,228,No,Available,Congested,High,Snowy,Concert,1436.89,0.75,4.0,47.64,4,3,Hotspot 7
843,62,Male,Freelancer,Conversation,2024-01-08 07:25,2024-02-28 16:32,No,Route 1,Bus,188,Weekly,0.45,Moderate,POI 12,35.55,Optimal Route 3,349,No,Busy,Smooth,High,Rainy,Concert,1191.86,0.74,4.8,40.05,6,5,Hotspot 16
844,50,Female,Private Employee,Conversation,2024-01-02 12:50,2024-02-18 12:01,No,Route 4,Auto,18,Occasionally,0.36,Moderate,POI 46,3.28,Optimal Route 6,243,No,Available,Smooth,High,Rainy,Festival,1330.35,0.65,4.2,32.91,7,4,Hotspot 11
845,29,Male,Freelancer,Silent,2024-03-01 12:44,2024-02-11 23:56,Yes,Route 20,Motorbike,122,Weekly,0.4,Light,POI 20,42.41,Optimal Route 5,315,Yes,Busy,Moderate,High,Snowy,Concert,1435.18,0.96,3.2,17.14,13,3,Hotspot 10
846,23,Male,Engineer,Conversation,2024-03-17 00:22,2024-03-18 00:42,Yes,Route 2,Auto,166,Occasionally,0.06,Light,POI 29,2.59,Optimal Route 10,60,No,Available,Moderate,High,Snowy,Concert,1384.43,0.88,1.5,39.56,3,4,Hotspot 6
847,47,Male,Student,Non-Smoking,2024-02-27 15:57,2024-03-11 14:16,Yes,Route 7,Auto,53,Occasionally,0.13,Heavy,POI 4,38.81,Optimal Route 9,74,No,Available,Smooth,Medium,Sunny,Concert,1145.38,0.79,3.1,17.49,5,2,Hotspot 7
848,23,Female,Doctor,Non-Smoking,2024-01-14 17:08,2024-01-22 02:54,No,Route 11,Sedan,179,Occasionally,0.36,Light,POI 28,6.0,Optimal Route 4,7,Yes,Busy,Congested,High,Rainy,Festival,1056.09,0.78,4.5,5.63,4,3,Hotspot 3
849,54,Female,Student,Non-Smoking,2024-03-30 17:43,2024-01-02 11:01,Yes,Route 14,Electric,126,Occasionally,0.41,Heavy,POI 18,24.95,Optimal Route 9,25,No,Available,Congested,High,Snowy,None,1314.6,0.65,3.2,48.95,8,5,Hotspot 18
850,61,Female,Engineer,Smoking,2024-03-30 08:32,2024-03-17 01:38,No,Route 6,Electric,123,Occasionally,0.08,Light,POI 41,10.22,Optimal Route 5,163,No,Busy,Smooth,Low,Sunny,None,1023.0,0.63,2.1,9.15,11,4,Hotspot 6
851,28,Male,Business Man,Non-Smoking,2024-01-14 05:15,2024-02-18 10:58,No,Route 2,Bus,30,Occasionally,0.31,Heavy,POI 46,32.65,Optimal Route 1,368,No,Available,Congested,Low,Snowy,None,1017.86,0.53,3.6,49.82,11,5,Hotspot 5
852,33,Male,Vlogger,Silent,2024-02-13 17:09,2024-02-28 06:36,Yes,Route 18,SUV,83,Daily,0.49,Moderate,POI 1,44.17,Optimal Route 9,445,Yes,Available,Congested,High,Snowy,Festival,1070.68,0.84,1.2,43.38,4,5,Hotspot 13
853,34,Female,Engineer,Conversation,2024-01-10 06:50,2024-02-07 14:23,No,Route 9,Bus,174,Daily,0.09,Heavy,POI 24,4.53,Optimal Route 9,129,Yes,Available,Moderate,High,Rainy,None,1263.78,0.59,2.0,44.41,13,2,Hotspot 3
854,20,Female,Teacher,Conversation,2024-01-23 22:53,2024-03-23 07:37,No,Route 14,Bus,121,Weekly,0.26,Heavy,POI 39,27.65,Optimal Route 3,457,Yes,Available,Congested,Medium,Rainy,Festival,1377.17,0.87,4.7,36.47,11,4,Hotspot 15
855,44,Male,Teacher,Silent,2024-02-03 07:35,2024-03-18 07:19,No,Route 6,Sedan,100,Weekly,0.26,Light,POI 46,10.06,Optimal Route 7,308,No,Available,Smooth,Low,Sunny,Sports Event,1285.1,0.73,2.3,26.32,14,1,Hotspot 16
856,27,Male,Teacher,Silent,2024-02-21 21:54,2024-02-27 18:40,No,Route 1,Hatchback,57,Occasionally,0.18,Heavy,POI 21,13.36,Optimal Route 2,282,No,Busy,Moderate,Low,Cloudy,Sports Event,1292.53,0.64,1.5,34.39,3,5,Hotspot 9
857,18,Male,Freelancer,Conversation,2024-01-13 20:55,2024-01-27 01:44,No,Route 3,Electric,198,Weekly,0.08,Light,POI 34,14.21,Optimal Route 3,457,Yes,Busy,Congested,High,Cloudy,None,1331.3,0.64,3.1,27.26,13,5,Hotspot 9
858,51,Male,Business Woman,Silent,2024-02-17 11:59,2024-03-25 00:17,Yes,Route 2,Bus,107,Occasionally,0.22,Light,POI 29,6.95,Optimal Route 4,284,Yes,Busy,Congested,Medium,Snowy,Festival,1254.68,0.74,4.2,13.81,13,0,Hotspot 7
859,42,Female,Driver,Non-Smoking,2024-01-11 10:50,2024-03-09 06:42,Yes,Route 4,Hatchback,144,Weekly,0.33,Heavy,POI 11,11.82,Optimal Route 10,293,No,Available,Moderate,High,Rainy,Sports Event,1081.2,0.83,2.2,19.88,11,1,Hotspot 15
860,38,Female,Doctor,Music,2024-01-01 14:11,2024-01-31 00:03,Yes,Route 6,Motorbike,32,Daily,0.1,Light,POI 20,16.64,Optimal Route 1,334,Yes,Available,Congested,Medium,Sunny,Festival,1136.07,0.82,2.2,49.61,13,4,Hotspot 4
861,19,Female,Teacher,Music,2024-01-20 09:22,2024-02-19 18:19,Yes,Route 11,Bus,67,Weekly,0.25,Light,POI 18,10.09,Optimal Route 9,27,No,Available,Moderate,Medium,Cloudy,Concert,1498.46,0.77,1.5,20.89,11,2,Hotspot 10
862,52,Male,Business Man,Music,2024-02-01 00:26,2024-03-25 16:49,Yes,Route 6,Electric,67,Weekly,0.12,Light,POI 26,14.59,Optimal Route 2,261,Yes,Available,Congested,High,Cloudy,None,1171.59,0.86,4.7,9.21,15,2,Hotspot 10
863,45,Female,Vlogger,Conversation,2024-01-09 11:09,2024-03-29 11:15,No,Route 19,SUV,22,Daily,0.15,Heavy,POI 12,41.63,Optimal Route 10,296,Yes,Busy,Congested,Medium,Snowy,Sports Event,1018.13,0.62,2.3,36.34,9,2,Hotspot 14
864,60,Male,Driver,Conversation,2024-01-06 20:38,2024-02-01 20:08,No,Route 5,Sedan,20,Daily,0.27,Light,POI 30,43.34,Optimal Route 3,354,No,Available,Smooth,High,Cloudy,Festival,1276.04,0.82,1.5,9.97,2,3,Hotspot 11
865,55,Female,Teacher,Conversation,2024-03-23 20:10,2024-03-24 20:01,Yes,Route 7,Bus,106,Occasionally,0.38,Moderate,POI 17,4.28,Optimal Route 6,225,No,Available,Congested,High,Snowy,Concert,1306.07,0.91,1.5,5.4,2,1,Hotspot 18
866,35,Male,Vlogger,Silent,2024-02-28 15:22,2024-01-02 02:36,No,Route 9,SUV,193,Occasionally,0.09,Light,POI 12,42.53,Optimal Route 4,50,No,Busy,Congested,High,Sunny,Concert,1366.71,1.0,2.8,17.52,6,0,Hotspot 7
867,29,Male,Doctor,Conversation,2024-01-29 17:47,2024-03-01 19:38,Yes,Route 2,Sedan,106,Daily,0.35,Light,POI 21,10.06,Optimal Route 7,20,Yes,Available,Smooth,High,Cloudy,Festival,1174.97,0.72,1.9,35.47,6,5,Hotspot 16
868,28,Female,Doctor,Conversation,2024-01-23 07:58,2024-02-21 13:22,Yes,Route 20,Bus,12,Daily,0.16,Moderate,POI 35,35.8,Optimal Route 5,112,No,Available,Moderate,Low,Snowy,Concert,1204.64,0.65,2.2,43.21,7,1,Hotspot 12
869,51,Female,Business Woman,Silent,2024-01-14 12:29,2024-03-08 07:55,Yes,Route 14,Motorbike,47,Daily,0.41,Heavy,POI 10,18.46,Optimal Route 8,438,Yes,Busy,Moderate,High,Snowy,Concert,1450.12,0.65,2.1,17.65,6,1,Hotspot 15
870,44,Male,Doctor,Music,2024-03-06 15:19,2024-02-28 02:46,Yes,Route 8,Auto,82,Daily,0.15,Moderate,POI 38,36.02,Optimal Route 4,53,Yes,Busy,Moderate,Medium,Sunny,Festival,1271.01,0.85,5.0,29.28,8,1,Hotspot 11
871,32,Male,Private Employee,Smoking,2024-03-20 05:37,2024-03-23 15:19,Yes,Route 7,Motorbike,114,Daily,0.32,Heavy,POI 20,31.78,Optimal Route 9,333,Yes,Busy,Congested,Medium,Cloudy,Concert,1214.8,0.55,4.1,42.93,11,4,Hotspot 13
872,28,Female,Engineer,Non-Smoking,2024-01-19 03:14,2024-02-21 18:44,No,Route 19,Auto,180,Daily,0.37,Heavy,POI 48,17.64,Optimal Route 8,15,Yes,Busy,Moderate,Medium,Sunny,Concert,1107.85,0.8,2.8,48.49,2,5,Hotspot 19
873,20,Male,Freelancer,Non-Smoking,2024-03-15 17:44,2024-02-22 01:40,No,Route 18,Hatchback,68,Weekly,0.12,Light,POI 2,30.43,Optimal Route 4,246,Yes,Available,Moderate,Medium,Snowy,Concert,1061.86,0.99,3.6,16.35,2,2,Hotspot 14
874,21,Female,Student,Silent,2024-02-14 07:16,2024-01-03 14:32,Yes,Route 11,Motorbike,147,Occasionally,0.03,Light,POI 11,3.64,Optimal Route 3,190,No,Available,Congested,High,Cloudy,Sports Event,1313.51,0.74,4.9,23.21,12,4,Hotspot 10
875,43,Female,Student,Conversation,2024-01-30 02:38,2024-01-25 03:11,No,Route 1,Electric,36,Occasionally,0.45,Light,POI 19,10.86,Optimal Route 10,92,Yes,Busy,Smooth,Low,Rainy,None,1160.3,0.8,3.5,47.42,12,0,Hotspot 10
876,30,Female,Student,Conversation,2024-03-05 19:53,2024-01-06 12:34,No,Route 9,Sedan,142,Weekly,0.14,Light,POI 26,29.34,Optimal Route 3,480,Yes,Busy,Moderate,High,Rainy,Festival,1368.62,0.56,1.8,31.52,14,0,Hotspot 13
